dataset,encoding,algorithm,depth,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,features_used,avg_path_length,actual_depth,n_leaves,stability
Pima Indians Diabetes,target,ODT,7,0.7134284016636958,0.04175798753956832,0.7639682040531096,0.04885545171520543,0.09953193664550782,0.000595855712890625,"[0.7337662337662337, 0.7792207792207793, 0.7142857142857143, 0.6797385620915033, 0.6601307189542484]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",7,7.0,7,128,0.0
Pima Indians Diabetes,target,RDT,7,0.7225193107546048,0.053867313948276895,0.7477522711390636,0.05249046112139902,0.19531912803649903,0.00020003318786621094,"[0.7987012987012987, 0.7662337662337663, 0.7077922077922078, 0.6928104575163399, 0.6470588235294118]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",7,7.0,7,128,0.7833333333333333
Pima Indians Diabetes,target,RDT-TwoPass,7,0.7343009931245226,0.032888780306207684,0.772549965059399,0.034778215366261495,0.4673985481262207,0.0006011486053466797,"[0.7532467532467533, 0.7792207792207793, 0.7272727272727273, 0.7320261437908496, 0.6797385620915033]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",5,7.0,7,128,0.780952380952381
Pima Indians Diabetes,target,sklearn-DT,7,0.723885918003565,0.042191664237221545,0.7459252271139064,0.05531149787876468,0.18217787742614747,0.00039992332458496096,"[0.7142857142857143, 0.7922077922077922, 0.7207792207792207, 0.7320261437908496, 0.6601307189542484]","{'ccp_alpha': 0.05, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",1,2.0,1,2,1.0
Pima Indians Diabetes,target,OSDT,7,0.6510482981071216,0.002079186607913748,0.5,0.0,0.00010814666748046876,0.0,"[0.6493506493506493, 0.6493506493506493, 0.6493506493506493, 0.6535947712418301, 0.6535947712418301]","{'max_depth': 7, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",7,7.0,7,128,0.0
Pima Indians Diabetes,target,ConTree,7,0.6743994567523979,0.026713979886307034,0.6451439552760307,0.029080664121418406,8.915001010894775,0.0004055023193359375,"[0.7012987012987013, 0.7012987012987013, 0.6818181818181818, 0.6535947712418301, 0.6339869281045751]","{'max_depth': 7, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,7.0,-1,-1,0.0
Pima Indians Diabetes,target,ODT,9,0.7199219081572023,0.04385802047329167,0.7535971348707198,0.04902295192342114,0.10715537071228028,0.0,"[0.7337662337662337, 0.7792207792207793, 0.7467532467532467, 0.6797385620915033, 0.6601307189542484]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",9,9.0,9,512,0.0
Pima Indians Diabetes,target,RDT,9,0.7186571598336304,0.046641474556868116,0.7477648497554158,0.03888639547843428,0.21440329551696777,0.0004032135009765625,"[0.7662337662337663, 0.7792207792207793, 0.6818181818181818, 0.7058823529411765, 0.6601307189542484]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",7,9.0,9,512,0.7714285714285715
Pima Indians Diabetes,target,RDT-TwoPass,9,0.7069688481453187,0.030000059453432544,0.7433410202655486,0.04554631375104686,0.49495439529418944,0.00020117759704589843,"[0.7077922077922078, 0.7597402597402597, 0.7012987012987013, 0.6993464052287581, 0.6666666666666666]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 2}",5,9.0,9,512,0.775595238095238
Pima Indians Diabetes,target,sklearn-DT,9,0.7303794244970716,0.04368583660904306,0.7539067085953878,0.05926422296943359,0.19741268157958985,0.00020470619201660157,"[0.7142857142857143, 0.7922077922077922, 0.7532467532467533, 0.7320261437908496, 0.6601307189542484]","{'ccp_alpha': 0.05, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",1,2.0,1,2,1.0
Pima Indians Diabetes,target,OSDT,9,0.6510482981071216,0.002079186607913748,0.5,0.0,0.00020036697387695312,0.0,"[0.6493506493506493, 0.6493506493506493, 0.6493506493506493, 0.6535947712418301, 0.6535947712418301]","{'max_depth': 9, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",9,9.0,9,512,0.0
Pima Indians Diabetes,target,ConTree,9,0.6771411594941007,0.02341362305754102,0.6457547169811321,0.030023870080746612,0.0028170108795166015,0.0003991127014160156,"[0.6753246753246753, 0.6753246753246753, 0.6363636363636364, 0.7058823529411765, 0.6928104575163399]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,9.0,-1,-1,0.0
