dataset,encoding,algorithm,depth,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,features_used,avg_path_length,actual_depth,n_leaves,stability
Magic Gamma Telescope,target,RDT,3,0.7913774973711882,0.002589613113780163,0.8273430142713485,0.007395472811393948,84.15192642211915,0.005817556381225586,"[0.7933753943217665, 0.7936382754994742, 0.7910094637223974, 0.786540483701367, 0.7923238696109358]","{'max_depth': 3, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",2,3.0,3,8,0.8666666666666666
Magic Gamma Telescope,target,RDT-TwoPass,3,0.7896424815983176,0.004002015191164066,0.8196038577696821,0.009884443227103065,91.99570255279541,0.0057278633117675785,"[0.785751840168244, 0.788117770767613, 0.7910094637223974, 0.786540483701367, 0.7967928496319664]","{'max_depth': 3, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",2,3.0,3,8,0.8
Magic Gamma Telescope,target,sklearn-DT,3,0.790168243953733,0.0032976659896039543,0.8210947943406414,0.016340999739572412,3.4735724925994873,0.0005722522735595703,"[0.7860147213459516, 0.7878548895899053, 0.7910094637223974, 0.7902208201892744, 0.7957413249211357]","{'ccp_alpha': 0.01, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",2,3.0,2,4,1.0
Magic Gamma Telescope,target,OSDT,3,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.01606907844543457,0.00010170936584472657,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 3, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",3,3.0,3,8,0.0
Magic Gamma Telescope,target,ConTree,3,0.8236593059936907,0.0026880805533468217,0.8292819525737288,0.0035353719305888515,74.00191760063171,0.0005562782287597656,"[0.8270241850683491, 0.8259726603575184, 0.8233438485804416, 0.8194006309148265, 0.8225552050473186]","{'max_depth': 3, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,3.0,-1,-1,0.0
Magic Gamma Telescope,target,ODT,5,0.7515247108307045,0.005232326100788529,0.8113480593219748,0.0030394819015516373,69.9441291332245,0.007019758224487305,"[0.7439537329127235, 0.750788643533123, 0.7486855941114616, 0.7549947423764458, 0.7592008412197687]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",5,5.0,5,32,0.0
Magic Gamma Telescope,target,RDT,5,0.807465825446898,0.005848973285036137,0.8540127794617712,0.0014559214703106945,96.11230964660645,0.00835113525390625,"[0.8009989484752892, 0.8157202944269191, 0.8057308096740273, 0.8020504731861199, 0.8128286014721346]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",4,5.0,5,32,0.72
Magic Gamma Telescope,target,RDT-TwoPass,5,0.8190851735015773,0.0063427949638377645,0.8514309508654694,0.006829356114727344,186.40456848144532,0.010180091857910157,"[0.8130914826498423, 0.8233438485804416, 0.8162460567823344, 0.81335436382755, 0.8293901156677181]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",3,5.0,5,32,0.75
Magic Gamma Telescope,target,sklearn-DT,5,0.8262881177707676,0.005240244673801447,0.8668782011264857,0.0021650728704167305,12.871192502975465,0.002383995056152344,"[0.8194006309148265, 0.8333333333333334, 0.8299158780231335, 0.8212407991587802, 0.8275499474237644]","{'ccp_alpha': 0.0, 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 5}",8,5.991640378548896,5,31,0.8111111111111111
Magic Gamma Telescope,target,OSDT,5,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.04872431755065918,0.0001307964324951172,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 5, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",5,5.0,5,32,0.0
Magic Gamma Telescope,target,ConTree,5,0.7315457413249212,0.004073894979560546,0.7811573939533497,0.004047569218482183,299.8480401515961,0.0006497383117675781,"[0.7263406940063092, 0.7386961093585699, 0.732124079915878, 0.7294952681388013, 0.7310725552050473]","{'max_depth': 5, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,5.0,-1,-1,0.0
Magic Gamma Telescope,target,ODT,7,0.7528391167192429,0.005323976673060704,0.8167569026615338,0.004229416764688546,69.45147724151612,0.00823054313659668,"[0.7442166140904312, 0.7521030494216614, 0.751577287066246, 0.7560462670872765, 0.7602523659305994]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",7,7.0,7,128,0.0
Magic Gamma Telescope,target,RDT,7,0.8189800210304942,0.008129108964588107,0.8642421302431146,0.005197716379424894,97.52042241096497,0.011266994476318359,"[0.8104626708727655, 0.8322818086225027, 0.8188748685594112, 0.8225552050473186, 0.8107255520504731]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",5,7.0,7,128,0.7114285714285714
Magic Gamma Telescope,target,RDT-TwoPass,7,0.8311251314405889,0.007429079755655705,0.869957431570515,0.008536663750901846,157.2278042316437,0.011210393905639649,"[0.8362250262881178, 0.8278128286014721, 0.8422712933753943, 0.8207150368033649, 0.8286014721345951]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 2}",4,7.0,7,128,0.8133333333333332
Magic Gamma Telescope,target,sklearn-DT,7,0.8433753943217666,0.0035284882724632093,0.8821195583009,0.003844810384072151,7.280089044570923,0.0006683349609375,"[0.8404311251314406, 0.8420084121976866, 0.8467402733964248, 0.8393796004206099, 0.8483175604626709]","{'ccp_alpha': 0.0, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 10}",10,7.962565720294427,7,97,1.0
Magic Gamma Telescope,target,OSDT,7,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.01598978042602539,9.808540344238281e-05,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 7, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",7,7.0,7,128,0.0
Magic Gamma Telescope,target,ConTree,7,0.7106203995793902,0.0076901619015677285,0.7419413005898765,0.007363427699623075,300.01471319198606,0.000560760498046875,"[0.7013669821240799, 0.7189800210304942, 0.7205573080967402, 0.7066246056782335, 0.7055730809674028]","{'max_depth': 7, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,7.0,-1,-1,0.0
Magic Gamma Telescope,target,ODT,9,0.7522082018927445,0.005624920104624381,0.8161692376861687,0.004481181756832199,68.47713723182679,0.008868646621704102,"[0.7436908517350158, 0.75, 0.7513144058885384, 0.7555205047318612, 0.7605152471083071]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 2}",9,9.0,9,512,0.0
Magic Gamma Telescope,target,RDT,9,0.8305993690851734,0.005827667203961779,0.8700346694431653,0.005309256605469498,99.07704215049743,0.01389317512512207,"[0.8406940063091483, 0.833596214511041, 0.8264984227129337, 0.8270241850683491, 0.8251840168243953]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",7,9.0,9,512,0.7386904761904762
Magic Gamma Telescope,target,RDT-TwoPass,9,0.839484752891693,0.007883981391788359,0.8763630786242645,0.009971964853764706,184.22584447860717,0.013865041732788085,"[0.8383280757097792, 0.8412197686645636, 0.8535751840168244, 0.8325446898002103, 0.8317560462670873]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",6,9.0,9,512,0.6880952380952381
Magic Gamma Telescope,target,sklearn-DT,9,0.8475814931650894,0.0023594958645969596,0.8734636232249675,0.008621812715084382,9.033804655075073,0.0007117271423339843,"[0.8480546792849631, 0.8472660357518401, 0.844111461619348, 0.851472134595163, 0.8470031545741324]","{'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",10,9.88359621451104,9,273,1.0
Magic Gamma Telescope,target,OSDT,9,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.016541576385498045,0.00010313987731933594,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 9, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",9,9.0,9,512,0.0
Magic Gamma Telescope,target,ConTree,9,0.708149316508938,0.005827192850682419,0.7359786424095353,0.004191531635676465,300.0016366958618,0.0005222797393798828,"[0.7008412197686645, 0.7155625657202944, 0.7145110410094637, 0.7047844374342797, 0.7050473186119873]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,9.0,-1,-1,0.0
